isExoplanet,hostName,orbitalPeriod,orbitalPeriodMin,orbitalPeriodMax,transitDuration,transitDurationMin,transitDurationMax,transitDepth,transitDepthMin,transitDepthMax,impactParameter,impactParameterMin,impactParameterMax,planetRadiusEarth,planetRadiusEarthMin,planetRadiusEarthMax,planetRadiusJupiter,planetRadiusJupiterMin,planetRadiusJupiterMax,planetMassEarth,planetMassEarthMin,planetMassEarthMax,planetMassJupiter,planetMassJupiterMin,planetMassJupiterMax,planetDensity,planetDensityMin,planetDensityMax,equilibriumTemperature,equilibriumTemperatureMin,equilibriumTemperatureMax,insolationFlux,insolationFluxMin,insolationFluxMax,stellarEffectiveTemperature,stellarEffectiveTemperatureMin,stellarEffectiveTemperatureMax,stellarSurfaceGravity,stellarSurfaceGravityMin,stellarSurfaceGravityMax,stellarRadius,stellarRadiusMin,stellarRadiusMax,stellarMass,stellarMassMin,stellarMassMax,stellarMetallicity,stellarMetallicityMin,stellarMetallicityMax,stellarAge,stellarAgeMin,stellarAgeMax,rightAscension,declination,magnitude
0,,1.16015259,8.68E-07,-8.68E-07,1.3433,0.0195,-0.0195,1.70E+02,4.10E+00,-4.10E+00,0.748,0.025,-0.515,1.4,2.00E-01,-1.20E-01,,,,,,,,,,,,,1751,,,2229.29,910.2,-505.19,5842,105,-117,4.433,0.072,-0.117,0.985,0.143,-0.083,,,,,,,,,,298.66101,41.13789,12.45
0,,2.2227289,2.44E-05,-2.44E-05,2.617,0.291,-0.291,2.79E+02,3.25E+01,-3.25E+01,0.254,0.205,-0.254,34.14,7.60E-01,-1.44E+01,,,,,,,,,,,,,4454,,,93172.12,12806.48,-67878.27,4996,107,-250,2.354,0.027,-0.03,20.848,0.464,-8.811,,,,,,,,,,291.85648,37.065651,12.552
0,,66.47762,1.13E-03,-1.13E-03,4.487,0.304,-0.304,5.54E+02,6.34E+01,-6.34E+01,0.384,0.067,-0.384,1.83,3.90E-01,-1.60E-01,,,,,,,,,,,,,388,,,5.34,3.58,-1.53,5515,182,-199,4.592,0.036,-0.135,0.775,0.164,-0.07,,,,,,,,,,295.36145,45.914841,15.972
0,,1.621668852,1.36E-06,-1.36E-06,1.7517,0.0379,-0.0379,7.66E+03,1.39E+02,-1.39E+02,1.194,22.82,-0.476,32.76,1.08E+01,-3.59E+00,,,,,,,,,,,,,1598,,,1546.28,1496.11,-466.3,6106,169,-190,4.487,0.054,-0.229,0.966,0.317,-0.106,,,,,,,,,,293.42636,46.68792,13.9
0,,26.89316101,1.62E-05,-1.62E-05,2.3266,0.0379,-0.0379,2.19E+03,2.43E+01,-2.43E+01,0.98,0.122,-0.033,6.78,2.14E+00,-7.20E-01,,,,,,,,,,,,,614,,,33.54,31.06,-9.8,6096,164,-183,4.511,0.054,-0.216,0.908,0.287,-0.096,,,,,,,,,,297.49216,46.694519,13.754
0,,5.07442951,3.66E-05,-3.66E-05,4.064,0.201,-0.201,2.50E+02,1.12E+01,-1.12E+01,0.53,0.41,-0.319,1.38,3.20E-01,-1.00E-01,,,,,,,,,,,,,929,,,175.75,124.14,-41.92,5448,164,-164,4.562,0.03,-0.17,0.857,0.198,-0.062,,,,,,,,,,295.19717,42.416939,14.789
0,,176.2432946,3.06E-04,-3.06E-04,5.0423,0.0716,-0.0716,4.98E+03,6.62E+01,-6.62E+01,1.271,68.03,-0.045,48.15,8.22E+00,-1.01E+01,,,,,,,,,,,,,353,,,3.68,1.82,-1.5,5559,122,-78,4.209,0.198,-0.115,1.231,0.21,-0.257,,,,,,,,,,295.0256,44.330189,14.468
0,,0.702739679,4.62E-06,-4.62E-06,1.379,0.175,-0.175,6.51E+01,8.80E+00,-8.80E+00,0.742,0.207,-0.514,0.73,1.10E-01,-7.00E-02,,,,,,,,,,,,,1765,,,2292.96,1081.68,-663.44,5269,158,-158,4.508,0.072,-0.099,0.836,0.12,-0.087,,,,,,,,,,286.89841,37.93745,14.99
0,,4.305219002,1.77E-06,-1.77E-06,2.6845,0.0583,-0.0583,9.74E+03,6.16E+01,-6.16E+01,0.626,0.064,-0.213,10.34,0.00E+00,0.00E+00,,,,,,,,,,,,,1119,,,370.84,0,0,5780,,,4.438,,,1,,,,,,,,,,,,282.15491,42.234547,13.826
0,,13.77971135,1.41E-06,-1.41E-06,7.63871,0.00697,-0.00697,2.55E+04,1.53E+01,-1.53E+01,0.201,0.015,-0.015,47.58,7.90E+00,-1.84E+01,,,,,,,,,,,,,1376,,,848.24,451.68,-563.58,6444,196,-177,3.643,0.337,-0.112,2.947,0.489,-1.142,,,,,,,,,,298.59164,42.206429,13.21
0,,5.07437786,1.10E-05,-1.10E-05,5.942,0.0836,-0.0836,6.06E+02,8.20E+00,-8.20E+00,1.21,2.515,-0.11,23.71,6.24E+00,-2.69E+00,,,,,,,,,,,,,1008,,,244.04,188.99,-71.91,5661,152,-152,4.48,0.062,-0.188,0.919,0.242,-0.104,,,,,,,,,,295.19562,42.417068,13.842
0,,1.433339604,2.16E-06,-2.16E-06,1.3665,0.036,-0.036,3.05E+02,9.50E+00,-9.50E+00,0.902,0.022,-0.61,2.08,5.90E-01,-2.50E-01,,,,,,,,,,,,,1677,,,1873.33,1551.18,-613.33,6077,168,-210,4.471,0.05,-0.188,0.999,0.28,-0.12,,,,,,,,,,293.68912,46.41288,14.811
0,,37.86511904,1.56E-05,-1.56E-05,2.9799,0.0187,-0.0187,6.94E+03,3.77E+01,-3.77E+01,1.28,3.224,-0.127,40.36,1.30E+01,-4.03E+00,,,,,,,,,,,,,535,,,19.31,18.11,-5.6,5858,156,-191,4.495,0.052,-0.208,0.963,0.309,-0.096,,,,,,,,,,297.41867,46.64426,14.608
0,,2.879243323,1.19E-06,-1.19E-06,2.6273,0.0269,-0.0269,4.81E+04,3.55E+02,-3.55E+02,0.709,0.014,-0.014,21.02,6.13E+00,-2.04E+00,,,,,,,,,,,,,1244,,,565.39,471.15,-157.34,5941,142,-178,4.533,0.048,-0.204,0.885,0.258,-0.086,,,,,,,,,,281.77554,47.59325,14.371
0,,2.85889907,2.62E-05,-2.62E-05,1.465,0.399,-0.399,5.57E+01,1.15E+01,-1.15E+01,0.936,0.05,-0.666,0.73,5.00E-02,-2.00E-02,,,,,,,,,,,,,989,,,226.09,51.12,-26.77,4973,79,-79,4.603,0.01,-0.059,0.754,0.055,-0.023,,,,,,,,,,291.01727,37.975368,13.514
0,,0.983304511,9.66E-06,-9.66E-06,1.78,0.299,-0.299,7.99E+01,9.50E+00,-9.50E+00,0.477,0.503,-0.278,1.1,3.20E-01,-1.40E-01,,,,,,,,,,,,,2121,,,4774.53,3992.71,-1614.92,6363,151,-227,4.386,0.062,-0.188,1.198,0.351,-0.15,,,,,,,,,,292.63766,37.64188,14.981
0,,17.76199841,1.79E-06,-1.79E-06,2.4644,0.00925,-0.00925,2.42E+04,5.12E+01,-5.12E+01,0.907,0.016,-0.015,14.25,1.39E+00,-1.25E+00,,,,,,,,,,,,,538,,,19.78,6.98,-5.03,5088,151,-136,4.612,0.061,-0.044,0.669,0.065,-0.059,,,,,,,,,,287.46097,50.975071,14.762
0,,155.042265,4.01E-04,-4.01E-04,9.848,0.141,-0.141,4.88E+03,4.91E+01,-4.91E+01,0.824,0.014,-0.02,26.44,4.23E+00,-5.18E+00,,,,,,,,,,,,,511,,,16.15,6.91,-6.37,4994,74,-82,3.509,0.143,-0.117,3.322,0.532,-0.65,,,,,,,,,,295.88028,51.26379,14.932
0,,25.0032023,2.65E-04,-2.65E-04,5.498,0.557,-0.557,6.41E+01,7.30E+00,-7.30E+00,0.756,0.222,-0.51,1.47,3.30E-01,-3.80E-01,,,,,,,,,,,,,837,,,116.27,79.06,-59.05,6148,167,-186,4.055,0.234,-0.126,1.685,0.385,-0.428,,,,,,,,,,286.70145,38.042191,12.55
0,,0.56680081,6.32E-07,-6.32E-07,3.6116,0.0348,-0.0348,1.28E+02,2.70E+00,-2.70E+00,0.004,0.548,-0.004,1.02,1.20E-01,-9.00E-02,,,,,,,,,,,,,2038,,,4065.92,1468.57,-872.14,5506,110,0,4.473,0.064,-0.096,0.914,0.111,-0.074,,,,,,,,,,291.16953,42.640808,13.998
0,,39.1307086,7.49E-04,-7.49E-04,2.295,0.616,-0.616,2.01E+02,4.54E+01,-4.54E+01,0.013,0.469,-0.013,1.54,5.20E-01,-2.10E-01,,,,,,,,,,,,,600,,,30.75,30.36,-10.83,6295,169,-225,4.401,0.072,-0.217,1.08,0.364,-0.145,,,,,,,,,,292.06082,37.770191,14.372
0,,80.84069,4.62E-03,-4.62E-03,8.567,0.309,-0.309,9.33E+03,4.97E+02,-4.97E+02,0.003,0.388,-0.003,15.11,3.13E+00,-5.82E+00,,,,,,,,,,,,,500,,,14.83,9.8,-9.87,5511,183,-166,4.069,0.368,-0.123,1.597,0.331,-0.615,,,,,,,,,,290.22925,37.840961,17.187
0,,1.655467295,2.17E-06,-2.17E-06,3.2424,0.0392,-0.0392,1.06E+03,1.29E+01,-1.29E+01,0.001,0.295,-0.001,2.17,1.60E-01,-1.80E-01,,,,,,,,,,,,,1080,,,322.97,101.96,-89.29,4583,161,-161,4.6,0.044,-0.028,0.695,0.049,-0.06,,,,,,,,,,297.74799,42.995205,13.841
0,,11.9710626,2.41E-05,-2.41E-05,2.7607,0.0822,-0.0822,4.22E+02,1.20E+01,-1.20E+01,0.999,7.582,-0.022,5.84,1.65E+00,-1.83E+00,,,,,,,,,,,,,1044,,,280.97,236.24,-165.62,6312,176,-220,4.127,0.264,-0.154,1.464,0.416,-0.457,,,,,,,,,,297.40097,43.042782,13.768
0,,60.458443,1.80E-03,-1.80E-03,8.43,1.1,-1.1,1.75E+02,2.65E+01,-2.65E+01,0.451,0.534,-0.236,1.59,4.60E-01,-3.10E-01,,,,,,,,,,,,,511,,,16.14,13.83,-6.87,5865,158,-176,4.297,0.175,-0.175,1.181,0.345,-0.23,,,,,,,,,,291.78079,37.811508,14.544
0,,6.97106919,1.84E-05,-1.84E-05,3.9125,0.0701,-0.0701,4.53E+02,1.25E+01,-1.25E+01,0.044,0.392,-0.044,2.07,5.70E-01,-2.00E-01,,,,,,,,,,,,,946,,,189.16,152.17,-54.23,5871,156,-191,4.493,0.048,-0.204,0.983,0.27,-0.096,,,,,,,,,,288.98038,46.95406,15.04
0,,38.13853099,7.78E-05,-7.78E-05,3.8617,0.0818,-0.0818,1.23E+03,2.53E+01,-2.53E+01,1.231,71.12,-0.223,68.75,1.65E+01,-3.07E+01,,,,,,,,,,,,,873,,,137.15,94.75,-100.41,6481,155,-214,3.861,0.405,-0.135,2.343,0.563,-1.046,,,,,,,,,,286.56378,39.53447,13.592
0,,8.0292018,8.30E-05,-8.30E-05,3.462,0.322,-0.322,6.56E+01,6.90E+00,-6.90E+00,0.51,0.455,-0.316,0.99,1.60E-01,-1.60E-01,,,,,,,,,,,,,1040,,,276.27,125.14,-97.33,6063,121,-133,4.29,0.137,-0.112,1.191,0.189,-0.189,,,,,,,,,,295.19339,39.539669,13.49
0,,1.05569286,2.15E-05,-2.15E-05,1.289,0.555,-0.555,3.75E+01,9.30E+00,-9.30E+00,0.131,0.463,-0.131,0.45,4.00E-02,-4.00E-02,,,,,,,,,,,,,1395,,,898.72,342.3,-263.01,4955,176,-176,4.561,0.061,-0.05,0.751,0.072,-0.072,,,,,,,,,,291.95761,38.070049,13.203
0,,3.719809197,9.39E-07,-9.39E-07,3.5317,0.0105,-0.0105,2.96E+03,1.01E+01,-1.01E+01,1.279,0.169,-0.078,87.21,1.66E+01,-2.85E+01,,,,,,,,,,,,,1873,,,2912.21,1650.97,-1719.77,6284,160,-160,3.813,0.292,-0.097,2.348,0.447,-0.766,,,,,,,,,,288.80377,49.530788,13.123
0,,0.73975345,1.49E-06,-1.49E-06,4.2,1.7,-1.7,4.82E+02,4.03E+01,-4.03E+01,0.525,0.622,-0.462,2.09,4.20E-01,-2.50E-01,,,,,,,,,,,,,1818,,,2580,1673.26,-805.88,5271,174,-158,4.436,0.104,-0.156,0.935,0.19,-0.111,,,,,,,,,,292.68985,37.774361,15.141
0,,1.612249049,4.35E-06,-4.35E-06,4.235,0.13,-0.13,1.54E+02,4.10E+00,-4.10E+00,1.171,0.71,-0.135,50.98,1.06E+01,-1.73E+01,,,,,,,,,,,,,2713,,,12788.25,8056.8,-7938.71,6732,187,-234,3.793,0.292,-0.097,2.569,0.536,-0.871,,,,,,,,,,298.35434,47.672081,12.775
0,,44.25817308,7.56E-06,-7.56E-06,7.58264,0.00849,-0.00849,2.05E+04,2.21E+01,-2.21E+01,0.815,0.001,-0.001,37.38,7.04E+00,-1.31E+01,,,,,,,,,,,,,845,,,120.38,67.07,-74.8,6544,162,-179,3.839,0.292,-0.097,2.326,0.438,-0.813,,,,,,,,,,288.54199,43.255421,13.204
0,,3.05933906,7.25E-05,-7.25E-05,1.7332,0.0658,-0.0658,1.17E+03,3.68E+01,-3.68E+01,1.259,6.753,-0.16,36,1.10E+01,-5.90E+00,,,,,,,,,,,,,1434,,,999.16,926.77,-402.64,6238,197,-241,4.337,0.132,-0.198,1.116,0.34,-0.183,,,,,,,,,,288.90887,50.16283,14.077
0,,0.624677585,2.00E-06,-2.00E-06,2.411,0.104,-0.104,3.73E+01,1.50E+00,-1.50E+00,0.522,0.006,-0.511,1.28,5.30E-01,-3.30E-01,,,,,,,,,,,,,4391,,,87591.59,108774.19,-47884.72,9653,272,-467,4.191,0.144,-0.216,1.996,0.831,-0.512,,,,,,,,,,298.04318,41.195,12.789
0,,0.759763198,3.58E-06,-3.58E-06,3.083,0.121,-0.121,2.03E+02,8.10E+00,-8.10E+00,0.571,0.025,-0.476,1.2,2.40E-01,-1.00E-01,,,,,,,,,,,,,1752,,,2227.19,1386.44,-598.6,5520,166,-182,4.572,0.034,-0.136,0.818,0.164,-0.07,,,,,,,,,,290.50125,40.6945,15.916
0,,372.37369,2.02E-02,-2.02E-02,12.33,1.3,-1.3,6.66E+02,7.89E+01,-7.89E+01,0.3052,0.1404,-0.3051,2.68,1.20E+00,-2.50E-01,,,,,,,,,,,,,267,,,1.2,1.59,-0.33,6109,152,-211,4.455,0.045,-0.299,1.029,0.462,-0.093,,,,,,,,,,291.26672,47.114769,15.423
0,,12.43519054,,,3.8305,,,7.19E+01,,,0.321,,,0.52,5.00E-02,-4.00E-02,,,,,,,,,,,,,545,,,20.93,8.04,-4.69,4756,141,-141,4.676,0.032,-0.054,0.62,0.068,-0.04,,,,,,,,,,297.77292,40.589088,14.844
0,,85.112898,1.05E-03,-1.05E-03,2.503,0.272,-0.272,5.14E+02,7.90E+01,-7.90E+01,0.033,0.408,-0.033,2.21,7.20E-01,-2.40E-01,,,,,,,,,,,,,422,,,7.48,7.22,-2.33,6018,169,-211,4.485,0.054,-0.216,0.975,0.318,-0.106,,,,,,,,,,286.46753,38.385971,15.681
0,,2.41750021,2.16E-05,-2.16E-05,4.33,0.22,-0.22,5.82E+01,4.20E+00,-4.20E+00,0.895,0.024,-0.613,1.19,1.90E-01,-2.50E-01,,,,,,,,,,,,,1507,,,1221.36,519.24,-502.54,5575,83,-75,4.189,0.188,-0.101,1.308,0.208,-0.277,,,,,,,,,,281.82318,42.811169,13.955
0,,4.03357434,4.40E-05,-4.40E-05,5.886,0.219,-0.219,6.62E+01,4.60E+00,-4.60E+00,0.855,0.077,-0.576,1.23,1.90E-01,-2.60E-01,,,,,,,,,,,,,1270,,,616.04,261.9,-253.48,5575,83,-75,4.189,0.188,-0.101,1.308,0.208,-0.277,,,,,,,,,,281.82318,42.811169,13.955
0,,0.504426087,3.39E-07,-3.39E-07,1.6276,0.0316,-0.0316,6.15E+02,9.40E+00,-9.40E+00,1.321,0.801,-0.077,33.96,8.56E+00,-4.60E+00,,,,,,,,,,,,,2339,,,7077.76,5413.66,-2396.12,6043,182,-182,4.452,0.116,-0.174,0.901,0.227,-0.122,,,,,,,,,,290.74918,38.659111,15.213
0,,7.66462913,7.30E-05,-7.30E-05,3.614,0.189,-0.189,1.14E+02,9.30E+00,-9.30E+00,0.216,0.227,-0.216,1.6,2.50E-01,-3.70E-01,,,,,,,,,,,,,1106,,,353.31,147.75,-156.58,5640,85,-77,4.087,0.203,-0.087,1.515,0.236,-0.353,,,,,,,,,,294.13791,42.370499,14.686
0,,0.793663156,1.39E-06,-1.39E-06,0.8244,0.0516,-0.0516,1.86E+02,9.60E+00,-9.60E+00,0.4,0.056,-0.4,1.14,1.10E-01,-1.00E-01,,,,,,,,,,,,,1614,,,1600.85,606.32,-411.8,5077,167,-137,4.533,0.054,-0.072,0.825,0.083,-0.074,,,,,,,,,,281.44067,47.246471,14.549
0,,2.81401302,5.18E-05,-5.18E-05,5.801,0.159,-0.159,5.57E+01,1.90E+00,-1.90E+00,0.567,0.367,-0.336,1.51,3.30E-01,-4.90E-01,,,,,,,,,,,,,1723,,,2081.51,1424.38,-1216.13,5541,182,-126,3.869,0.294,-0.126,1.967,0.426,-0.639,,,,,,,,,,285.41519,39.776009,12.511
0,,0.851678507,8.38E-06,-8.38E-06,2.028,0.28,-0.28,6.79E+01,9.20E+00,-9.20E+00,0.418,0.044,-0.418,0.85,2.20E-01,-1.40E-01,,,,,,,,,,,,,1840,,,2698.28,2163.05,-1028.28,5403,164,-164,4.389,0.124,-0.186,1.029,0.272,-0.168,,,,,,,,,,293.10153,38.340618,15.25
0,,205.30627,1.73E-02,-1.73E-02,7.86,1.4,-1.4,6.71E+02,1.48E+02,-1.48E+02,0.1543,0.3629,-0.1542,2.48,8.40E-01,-2.40E-01,,,,,,,,,,,,,314,,,2.29,2.26,-0.65,6045,157,-198,4.494,0.044,-0.256,0.955,0.324,-0.09,,,,,,,,,,294.64081,43.45393,15.971
0,,0.978046982,8.06E-07,-8.06E-07,2.6137,0.0321,-0.0321,8.39E+02,9.60E+00,-9.60E+00,1.227,0.441,-0.222,129.67,3.97E+01,-5.95E+01,,,,,,,,,,,,,3146,,,23083.37,20224.65,-17028.57,5100,123,-138,3.368,0.372,-0.248,4.569,1.398,-2.097,,,,,,,,,,292.99329,38.319489,13.211
0,,1.332566763,9.15E-06,-9.15E-06,4.001,0.178,-0.178,3.85E+02,2.51E+01,-2.51E+01,0.474,0.003,-0.465,1.49,2.00E-01,-1.30E-01,,,,,,,,,,,,,1318,,,713.45,349.28,-196.81,5134,179,-179,4.599,0.033,-0.083,0.752,0.105,-0.065,,,,,,,,,,294.30887,46.413052,16.49
0,,1.89131005,1.73E-05,-1.73E-05,5.687,0.391,-0.391,1.56E+02,9.50E+00,-9.50E+00,1.035,1.083,-0.057,6.4,1.24E+00,-1.23E+00,,,,,,,,,,,,,1590,,,1507.16,758.64,-571.25,5706,79,-68,4.255,0.198,-0.132,1.12,0.216,-0.216,,,,,,,,,,290.31827,37.91098,15.157
0,,87.140633,,,18.11,,,,,,,,,,,,,,,,,,,,,,,,,,,11.37,12.6,-3.43,,,,,,,,,,,,,,,,,,,297.25598,47.550491,15.149
0,,185.53285,1.58E-02,-1.58E-02,31.46,1.8,-1.8,8.77E+02,5.35E+01,-5.35E+01,1.2682,0.4287,-0.2705,28.39,9.82E+00,-2.22E+00,,,,,,,,,,,,,302,,,1.96,1.98,-0.48,5817,158,-170,4.544,0.028,-0.255,0.87,0.301,-0.068,,,,,,,,,,289.61908,41.927189,15.692
0,,0.885131111,5.63E-06,-5.63E-06,3.377,0.21,-0.21,9.32E+01,5.00E+00,-5.00E+00,0.715,0.024,-0.536,0.9,2.70E-01,-9.00E-02,,,,,,,,,,,,,1818,,,2579.83,2285.43,-707.36,5904,159,-177,4.543,0.036,-0.204,0.867,0.262,-0.082,,,,,,,,,,298.86102,43.417679,14.549
0,,1.85447373,1.41E-05,-1.41E-05,2.665,0.248,-0.248,3.07E+02,2.23E+01,-2.23E+01,0.514,0.425,-0.301,1.33,2.20E-01,-1.00E-01,,,,,,,,,,,,,1221,,,527.79,276.61,-129.11,5341,159,-159,4.609,0.032,-0.097,0.743,0.122,-0.057,,,,,,,,,,298.71082,47.369911,15.699
0,,0.487656278,8.46E-07,-8.46E-07,1.0129,0.0521,-0.0521,1.10E+02,5.50E+00,-5.50E+00,0.037,0.429,-0.037,0.99,1.10E-01,-6.00E-02,,,,,,,,,,,,,2299,,,6647.8,2038.69,-1051.31,5957,71,-89,4.506,0.024,-0.09,0.937,0.109,-0.051,,,,,,,,,,290.33719,38.205009,14.374
0,,0.502622858,1.43E-06,-1.43E-06,3.085,0.977,-0.977,1.46E+02,1.55E+01,-1.55E+01,0.693,0.369,-0.692,1.41,4.40E-01,-1.90E-01,,,,,,,,,,,,,2478,,,8838.66,8348.5,-3076.71,6029,190,-211,4.385,0.09,-0.21,1.098,0.341,-0.146,,,,,,,,,,294.29196,38.138771,14.564
0,,3.25424652,3.34E-05,-3.34E-05,5.378,0.235,-0.235,8.21E+01,5.20E+00,-5.20E+00,0.665,0.297,-0.439,0.96,1.40E-01,-8.00E-02,,,,,,,,,,,,,1220,,,521.81,205.64,-106.85,5692,77,-86,4.421,0.076,-0.114,1.004,0.15,-0.081,,,,,,,,,,287.75903,38.281551,14.359
0,,11.9294568,1.24E-04,-1.24E-04,3.193,0.257,-0.257,1.32E+02,1.30E+01,-1.30E+01,0.3789,0.0692,-0.3787,1.05,4.20E-01,-1.10E-01,,,,,,,,,,,,,797,,,95.42,113.61,-27.14,5975,166,-168,4.48,0.067,-0.278,0.9,0.361,-0.094,,,,,,,,,,294.13791,42.370499,14.686
0,,0.786260569,4.45E-07,-4.45E-07,4.556,0.0334,-0.0334,8.77E+02,4.50E+00,-4.50E+00,1.226,0.106,-0.087,15.72,1.24E+00,-1.84E+00,,,,,,,,,,,,,1192,,,477.45,143.76,-154.79,4223,119,-149,4.681,0.068,-0.027,0.557,0.044,-0.065,,,,,,,,,,294.53149,43.398659,14.04
0,,0.597934463,7.86E-07,-7.86E-07,3.1225,0.071,-0.071,5.15E+02,8.90E+00,-8.90E+00,1.224,0.393,-0.188,23.2,6.99E+00,-2.34E+00,,,,,,,,,,,,,2126,,,4834.45,4364.12,-1410.23,6052,179,-197,4.539,0.05,-0.2,0.863,0.26,-0.087,,,,,,,,,,299.07944,40.825642,15.248
0,,360.76458,3.22E-02,-3.22E-02,21.22,2.7,-2.7,3.84E+02,5.49E+01,-5.49E+01,1.7475,0.2414,-0.5434,60.3,1.64E+01,-4.08E+00,,,,,,,,,,,,,216,,,0.52,0.43,-0.12,5513,181,-140,4.616,0.03,-0.162,0.724,0.197,-0.049,,,,,,,,,,292.16028,47.166649,14.659
0,,2.15292788,1.06E-05,-1.06E-05,3.043,0.116,-0.116,4.14E+01,2.30E+00,-2.30E+00,0.45,0.021,-0.45,1.02,2.50E-01,-3.70E-01,,,,,,,,,,,,,1841,,,2708.61,1989.08,-1700.42,5851,176,-132,3.969,0.357,-0.153,1.555,0.375,-0.562,,,,,,,,,,291.9632,43.88166,12.643
0,,2.61585431,1.85E-05,-1.85E-05,6.519,0.202,-0.202,1.70E+02,7.20E+00,-7.20E+00,0.577,0.405,-0.358,1.28,3.90E-01,-1.30E-01,,,,,,,,,,,,,1358,,,803.03,716.31,-235.39,6131,164,-200,4.497,0.052,-0.208,0.945,0.288,-0.096,,,,,,,,,,291.22729,50.921791,15.181
0,,9.54699216,8.41E-05,-8.41E-05,5.063,0.175,-0.175,1.43E+02,8.90E+00,-8.90E+00,0.879,0.05,-0.593,1.71,5.90E-01,-2.00E-01,,,,,,,,,,,,,996,,,232.24,236.18,-76.74,6274,177,-243,4.357,0.073,-0.218,1.232,0.423,-0.141,,,,,,,,,,296.9621,48.25639,14.718
0,,14.708641,2.09E-04,-2.09E-04,5.394,0.269,-0.269,1.31E+02,1.12E+01,-1.12E+01,0.96,0.002,-0.659,1.82,6.20E-01,-2.10E-01,,,,,,,,,,,,,862,,,130.5,132.71,-43.12,6274,177,-243,4.357,0.073,-0.218,1.232,0.423,-0.141,,,,,,,,,,296.9621,48.25639,14.718
0,,1.061002863,5.08E-06,-5.08E-06,1.962,0.128,-0.128,1.42E+02,1.08E+01,-1.08E+01,0.337,0.136,-0.337,1.06,2.70E-01,-9.00E-02,,,,,,,,,,,,,1679,,,1883.03,1448.93,-494.65,5767,156,-173,4.538,0.044,-0.176,0.881,0.23,-0.077,,,,,,,,,,297.86734,40.10257,15.213
0,,363.35755,1.79E-02,-1.79E-02,19.85,1.8,-1.8,3.95E+02,3.99E+01,-3.99E+01,0.0406,0.418,-0.0404,3.45,2.70E+00,-1.98E+00,,,,,,,,,,,,,305,,,2.05,5.23,-1.72,5086,138,-137,3.89,0.676,-0.416,1.783,1.398,-1.025,,,,,,,,,,292.27005,47.307362,14.661
0,,0.924821319,3.53E-06,-3.53E-06,2.594,0.106,-0.106,1.22E+02,6.00E+00,-6.00E+00,0.401,0.096,-0.401,1.1,3.30E-01,-1.20E-01,,,,,,,,,,,,,1963,,,3514.31,3174.3,-1060.21,6135,183,-201,4.455,0.07,-0.21,0.974,0.293,-0.104,,,,,,,,,,287.47369,42.00375,15.293
0,,4.4697452,3.00E-05,-3.00E-05,5.33,0.304,-0.304,2.42E+02,1.02E+01,-1.02E+01,0.982,0.13,-0.042,2.43,7.00E-01,-4.80E-01,,,,,,,,,,,,,1248,,,574.11,503.74,-244.46,6102,183,-183,4.316,0.175,-0.193,1.125,0.328,-0.219,,,,,,,,,,300.61877,44.594391,13.726
0,,122.906853,3.16E-03,-3.16E-03,15.97,1.4,-1.4,8.20E+02,4.73E+01,-4.73E+01,0.974,0.063,-0.682,3.55,1.01E+00,-3.30E-01,,,,,,,,,,,,,338,,,3.08,2.7,-0.84,5692,186,-169,4.547,0.036,-0.192,0.866,0.246,-0.082,,,,,,,,,,296.49731,40.765629,15.593
0,,12.42221675,,,6.5533,,,5.45E+01,,,0.056,,,0.8,2.70E-01,-9.00E-02,,,,,,,,,,,,,864,,,131.73,130.9,-41.7,6231,173,-217,4.424,0.056,-0.21,1.084,0.365,-0.122,,,,,,,,,,297.60681,40.656479,13.598
0,,383.43595,1.39E-02,-1.39E-02,11.059,0.743,-0.743,1.23E+03,1.02E+02,-1.02E+02,0.025,0.434,-0.025,2.53,5.20E-01,-1.80E-01,,,,,,,,,,,,,214,,,0.5,0.31,-0.12,5576,166,-166,4.615,0.032,-0.128,0.729,0.147,-0.053,,,,,,,,,,294.74246,38.301811,15.27
0,,0.842336445,7.17E-06,-7.17E-06,1.519,0.276,-0.276,8.01E+01,1.19E+01,-1.19E+01,0.266,0.199,-0.266,0.9,2.40E-01,-1.40E-01,,,,,,,,,,,,,1941,,,3367.24,2719.29,-1199.82,5765,156,-173,4.415,0.101,-0.188,0.998,0.274,-0.147,,,,,,,,,,299.12286,40.489071,13.319
0,,339.4293408,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.14807,40.669399,13.113
0,,13.6032081,1.83E-04,-1.83E-04,2.592,0.362,-0.362,1.81E+02,2.48E+01,-2.48E+01,0.777,0.178,-0.562,0.75,5.00E-02,-6.00E-02,,,,,,,,,,,,,397,,,5.85,1.41,-1.36,3780,76,-83,4.746,0.042,-0.031,0.511,0.036,-0.043,,,,,,,,,,287.85812,42.542629,15.108
0,,0.914468919,4.07E-07,-4.07E-07,2.695,0.0197,-0.0197,3.43E+03,2.05E+01,-2.05E+01,1.271,0.637,-0.13,36.84,1.05E+01,-5.25E+00,,,,,,,,,,,,,1884,,,2978.16,2486.59,-1039.99,5762,156,-173,4.415,0.105,-0.195,0.989,0.281,-0.141,,,,,,,,,,298.91278,40.110851,14.582
